Name;ID;Description;SP
Dual Strike;SID_絆の力;Unit participates in chain attacks as if it were a backup unit.;0
Dual Assist;SID_デュアルアシスト;If unit is able to chain attack, unit will do so when allies attack foes unit could reach by moving. Trigger %=35.;1000
Dual Assist+;SID_デュアルアシスト＋;If unit is able to chain attack, unit will do so when allies attack foes unit could reach by moving. Trigger %=70.;2000
Dual Support;SID_デュアルサポート;Grants a bonus to Avo that increases with unit's support level with adjacent allies. (Max +90);2000
Bonded Shield;SID_絆盾;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80.;0
Bonded Shield;SID_絆盾_竜族;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80. [Dragon] +10% to trigger rate.;0
Bonded Shield;SID_絆盾_騎馬;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80. [Cavalry] Trigger %=100 for cavalry allies.;0
Bonded Shield;SID_絆盾_重装;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80. [Armored] Trigger %=100 for armored allies.;0
Bonded Shield;SID_絆盾_飛行;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80. [Flying] Trigger %=100 for flying allies.;0
Bonded Shield;SID_絆盾_気功;Use to prevent first attacks on adjacent allies until your next turn. Trigger %=80. [Qi Adept] Trigger %=100.;0
All for One;SID_ルキナエンゲージ技;Use to make a sword attack against an adjacent foe. All allies within 2 spaces chain attack.;0
All for One;SID_ルキナエンゲージ技_竜族;Use to make a sword attack against an adjacent foe. All allies within 2 spaces chain attack. [Dragon] Ally chain attacks are guaranteed to hit.;0
All for One;SID_ルキナエンゲージ技_連携;Use to make a sword attack against an adjacent foe. All allies within 2 spaces chain attack. [Backup] Range +1.;0
Alacrity;SID_攻め立て;If unit initiates combat with a Spd advantage of 9 or more, unit's follow-up (if possible) occurs before foe can counterattack.;1000
Alacrity+;SID_攻め立て＋;If unit initiates combat with a Spd advantage of 7 or more, unit's follow-up (if possible) occurs before foe can counterattack.;2000
Alacrity++;SID_攻め立て＋＋;If unit initiates combat with a Spd advantage of 5 or more, unit's follow-up (if possible) occurs before foe can counterattack.;3000
Speedtaker;SID_速さの吸収;Grants a stacking Spd+2 each time unit initiates combat and defeats a foe. Bonus lasts for the rest of the battle. (Max +10);2000
Call Doubles;SID_残像;Creates four illusory doubles that can make chain attacks with unit.;0
Call Doubles;SID_残像_竜族;Creates four illusory doubles that can make chain attacks with unit. [Dragon] +1 double created.;0
Call Doubles;SID_残像_飛行;Creates four illusory doubles that can make chain attacks with unit. [Flying] Doubles have +10 Avo;0
Astra Storm;SID_リンエンゲージ技;Use to launch 5 bow attacks at 30% damage, up to range 10.;0
Astra Storm;SID_リンエンゲージ技_竜族;Use to launch 5 bow attacks at 30% damage, up to range 10. [Dragon] Range +5.;0
Astra Storm;SID_リンエンゲージ技_隠密;Use to launch 5 bow attacks at 30% damage, up to range 10. [Covert] Range +10.;0
Astra Storm;SID_リンエンゲージ技_気功;Use to launch 5 bow attacks at 30% damage, up to range 10. [Qi Adept] Breaks the target.;0
Astra Storm;SID_リンエンゲージ技_威力減;Use to launch 5 bow attacks at 20% damage, up to range 10.;0
Astra Storm;SID_リンエンゲージ技_闇_気功;Use to launch 5 bow attacks at 20% damage, up to range 10. [Qi Adept] Breaks the target.;0
Demolish;SID_破壊;Break destructible terrain in a single blow when using Destroy.;200
Reposition;SID_引き戻し;Use to move an adjacent ally to the opposite side of unit.;200
Wrath;SID_怒り;At start of combat, for each HP the unit has lost, grants Crit+1 during combat. (Max +30);2000
Resolve;SID_勇将;If unit's HP is 75% or less after combat, grants Def/Res+5 as long as unit's HP stays below 75%.;1000
Resolve+;SID_勇将＋;If unit's HP is 75% or less after combat, grants Def/Res+7 as long as unit's HP stays below 75%.;2000
Resolve;SID_勇将_効果;If unit's HP is 75% or less after combat, grants Def/Res+5 as long as unit's HP stays below 75%.;0
Resolve+;SID_勇将＋_効果;If unit's HP is 75% or less after combat, grants Def/Res+7 as long as unit's HP stays below 75%.;0
Laguz Friend;SID_アイクエンゲージスキル;Unit takes 50% less damage, but sets unit's Avo to 0.;0
Laguz Friend;SID_アイクエンゲージスキル_竜族;Unit takes 50% less damage, but sets unit's Avo to 0. [Dragon] Extra -10% to damage.;0
Great Aether;SID_アイクエンゲージ技;Use to grant Def/Res+5, but unit can't counter for 1 turn. Next turn, attack a 2-space area, heal HP=30% of damage dealt. Sword/axe only.;0
Great Aether;SID_アイクエンゲージ技_竜族;Use to grant Def/Res+5, but unit can't counter for 1 turn. Next turn, attack a 2-space area, heal HP=30% of damage dealt. Sword/axe only. [Dragon] +1 damage per hit taken.;0
Great Aether;SID_アイクエンゲージ技_重装;Use to grant Def/Res+5, but unit can't counter for 1 turn. Next turn, attack a 2-space area, heal HP=30% of damage dealt. Sword/axe only. [Armored] Grants an extra Def+5.;0
Great Aether;SID_アイクエンゲージ技_飛行;Use to grant Def/Res+5, but unit can't counter for 1 turn. Next turn, attack a 2-space area, heal HP=30% of damage dealt. Sword/axe only. [Flying] Grants an extra Res+5.;0
Divine Pulse;SID_天刻の拍動;May turn a missed attack into a hit. Trigger %=30. Chance increases with high Lck.;250
Divine Pulse+;SID_天刻の拍動＋;May turn a missed attack into a hit. Trigger %=50. Chance increases with high Lck.;500
Mentorship;SID_師の導き;Grants 1.2× EXP modifier to unit and adjacent allies.;250
Lost & Found;SID_拾得;If unit finishes an action or waits next to an ally, may find an item and increase support with that ally. Trigger %=Lck.;250
Instruct;SID_先生;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn.;0
Instruct;SID_先生_竜族;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Dragon] All seven basic stats +3.;0
Instruct;SID_先生_連携;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Backup] Str+4.;0
Instruct;SID_先生_騎馬;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Cavalry] Dex+10.;0
Instruct;SID_先生_隠密;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Covert] Spd+5.;0
Instruct;SID_先生_重装;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Armored] Def+5.;0
Instruct;SID_先生_飛行;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Flying] Res+5.;0
Instruct;SID_先生_魔法;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Mystical] Mag+4.;0
Instruct;SID_先生_気功;Use to grant allies within 2 spaces a stat bonus based on user's type. Bonus lasts for 1 turn. [Qi Adept] Lck+10.;0
Goddess Dance;SID_ベレトエンゲージ技;Use to grant another action to all adjacent allies.;0
Goddess Dance;SID_ベレトエンゲージ技_竜族;Use to grant another action to all adjacent allies. [Dragon] Grants +3 to all targets' basic stats for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_連携;Use to grant another action to all adjacent allies. [Backup] Grants Str+4 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_騎馬;Use to grant another action to all adjacent allies. [Cavalry] Grants Dex+10 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_隠密;Use to grant another action to all adjacent allies. [Covert] Grants Spd+5 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_重装;Use to grant another action to all adjacent allies. [Armored] Grants Def+5 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_飛行;Use to grant another action to all adjacent allies. [Flying] Grants Res+5 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_魔法;Use to grant another action to all adjacent allies. [Mystical] Grants Mag+4 to targets for 1 turn.;0
Goddess Dance;SID_ベレトエンゲージ技_気功;Use to grant another action to all adjacent allies. [Qi Adept] Grants Lck+10 to targets for 1 turn.;0
Diabolical Dance;SID_ベレトエンゲージ技_闇;Use to grant another action to allies within 2 spaces.;0
Dragon Vein;SID_竜脈;Use to add a special effect to certain spaces.;0
Dragon Vein;SID_竜脈_竜族;Use to add a special effect to certain spaces. [Dragon] Choose any Vein effect.;0
Dragon Vein;SID_竜脈_連携;Use to add a special effect to certain spaces. [Backup] Creates stone pillars that increase Def/Res.;0
Dragon Vein;SID_竜脈_騎馬;Use to add a special effect to certain spaces. [Cavalry] Creates water that decreases Avo.;0
Dragon Vein;SID_竜脈_隠密;Use to add a special effect to certain spaces. [Covert] Creates fog that increases Avo.;0
Dragon Vein;SID_竜脈_重装;Use to add a special effect to certain spaces. [Armored] Creates vines that grant immunity to break.;0
Dragon Vein;SID_竜脈_飛行;Use to add a special effect to certain spaces. [Flying] Creates healing glow that restores HP.;0
Dragon Vein;SID_竜脈_魔法;Use to add a special effect to certain spaces. [Mystical] Creates flames that inflict damage.;0
Dragon Vein;SID_竜脈_気功;Use to add a special effect to certain spaces. [Qi Adept] Creates ice pillars that hinder movement.;0
Draconic Hex;SID_竜呪;If unit initiates combat, inflicts -4 to all of foe's basic stats after combat. (Penalties shrink by 1 each turn.);2000
Pair Up;SID_防陣;Prevents damage from foes' chain attacks against unit.;2000
Quality Time;SID_スキンシップ;After unit acts or waits, restores 5 HP to adjacent allies and slightly increases support with them.;250
Quality Time+;SID_スキンシップ＋;After unit acts or waits, restores 10 HP to adjacent allies and slightly increases support with them.;500
Dreadful Aura;SID_呪縛;If unit initiates combat, target foe and all foes within 1 space of it cannot move for 1 turn after combat.;0
Dreadful Aura;SID_呪縛_隠密;If unit initiates combat, target foe and all foes within 1 space of it cannot move for 1 turn after combat. [Covert] Also Avo-20 on target.;0
Torrential Roar;SID_カムイエンゲージ技;Use to attack 3 spaces in a line, turning those spaces into water terrain.;0
Torrential Roar;SID_カムイエンゲージ技_竜族;Use to attack 3 spaces in a line, turning those spaces into water terrain. [Dragon] Range +1.;0
Sacred Twins;SID_双聖;While engaged with Eirika, changes Lunar Brace to Eclipse Brace and Gentility to Blue Skies for all allies.;0
Night and Day;SID_オルタネイト;Use to switch Emblems and swap between Lunar Brace/Gentility and Solar Brace/Bravery for all allies.;0
Lunar Brace;SID_月の腕輪;If unit initiates combat with a physical attack, deals extra damage=20% of foe's Def.;3000
Solar Brace;SID_太陽の腕輪;If unit initiates combat, unit recovers HP=30% of damage dealt.;0
Eclipse Brace;SID_日月の腕輪;If unit initiates combat, unit deals extra damage=20% of foe's Def with physical attacks and recovers HP=30% of damage dealt.;0
Lunar Brace+;SID_月の腕輪＋;If unit initiates combat with a physical attack, deals extra damage=30% of foe's Def.;5000
Solar Brace+;SID_太陽の腕輪＋;If unit initiates combat, unit recovers HP=50% of damage dealt.;0
Eclipse Brace+;SID_日月の腕輪＋;If unit initiates combat, unit deals extra damage=30% of foe's Def with physical attacks and recovers HP=50% of damage dealt.;0
Eclipse Brace;SID_日月の腕輪_月の腕輪_効果;If unit initiates combat, unit deals extra damage=20% of foe's Def with physical attacks and recovers HP=30% of damage dealt.;0
Eclipse Brace+;SID_日月の腕輪_月の腕輪＋_効果;If unit initiates combat, unit deals extra damage=30% of foe's Def with physical attacks and recovers HP=50% of damage dealt.;0
Eclipse Brace;SID_日月の腕輪_太陽の腕輪_効果;If unit initiates combat, unit deals extra damage=20% of foe's Def with physical attacks and recovers HP=30% of damage dealt.;0
Eclipse Brace+;SID_日月の腕輪_太陽の腕輪＋_効果;If unit initiates combat, unit deals extra damage=30% of foe's Def with physical attacks and recovers HP=50% of damage dealt.;0
Gentility;SID_優風;Unit takes 3 less damage.;2000
Bravery;SID_勇空;Unit deals +3 damage.;0
Blue Skies;SID_蒼穹;Unit takes 3 less damage and deals +3 damage.;0
Gentility+;SID_優風＋;Unit takes 5 less damage.;3000
Bravery+;SID_勇空＋;Unit deals +5 damage.;0
Blue Skies+;SID_蒼穹＋;Unit takes 5 less damage and deals +5 damage.;0
Blue Skies;SID_蒼穹_優風;Unit takes 3 less damage and deals +3 damage.;0
Blue Skies+;SID_蒼穹_優風＋;Unit takes 5 less damage and deals +5 damage.;0
Twin Strike;SID_エイリークエンゲージ技;Use to make a sword attack followed by a lance attack from Ephraim on adjacent foe. Effective: Corrupted.;0
Twin Strike;SID_エイリークエンゲージ技_竜族;Use to make a sword attack followed by a lance attack from Ephraim on adjacent foe. Effective: Corrupted. [Dragon] +20% damage.;0
Twin Strike;SID_エイリークエンゲージ技_騎馬;Use to make a sword attack followed by a lance attack from Ephraim on adjacent foe. Effective: Corrupted. [Cavalry] Ephraim deals +50% damage.;0
Holy Aura;SID_リュール邪竜特効;Unit is Effective: Fell Dragon. Allies within 2 spaces with Effective: Dragon gain Effective: Fell Dragon.;0
Holy Shield;SID_神竜の加護;Neutralizes Effective against this unit.;0
Bond Forger;SID_絆を繋薙くもの;Grants Hit/Avo+20 to unit and allies within 2 spaces that are synced or engaged with an Emblem.;0
Bond Forger+;SID_絆を繋薙くもの＋;Grants Hit/Avo+30 to unit and allies within 2 spaces that are synced or engaged with an Emblem.;0
Bond Forger;SID_絆を繋薙くもの効果;Grants Hit/Avo+20 to unit and allies within 2 spaces that are synced or engaged with an Emblem.;0
Bond Forger+;SID_絆を繋薙くもの効果＋;Grants Hit/Avo+30 to unit and allies within 2 spaces that are synced or engaged with an Emblem.;0
Boon of Elyos;SID_エレオスの祝福;If unit initiates combat, grants bonus to Crit and Ddg equal to 2× the number of allies who have acted this turn.;0
Attuned;SID_以心;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged.;0
Attuned;SID_以心_竜族;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Dragon] Extra +1 to all stats.;0
Attuned;SID_以心_連携;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Backup] Extra +2 to Str.;0
Attuned;SID_以心_騎馬;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Cavalry] Extra +2 to Dex.;0
Attuned;SID_以心_隠密;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Covert] Extra +2 to Spd.;0
Attuned;SID_以心_重装;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Armored] Extra +2 to Def.;0
Attuned;SID_以心_飛行;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Flying] Extra +2 to Res.;0
Attuned;SID_以心_魔法;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Mystical] Extra +2 to Mag.;0
Attuned;SID_以心_気功;If unit initiates combat and defeats foe, grants engage partner +4 to all seven basic stats while engaged. [Qi Adept] Extra +2 to Lck.;0
Dragon Blast;SID_リュールエンゲージ技;Use to make two attacks against an adjacent foe with a sword and powerful magic beam.;0
Dragon Blast;SID_リュールエンゲージ技_竜族;Use to make two attacks against an adjacent foe with a sword and powerful magic beam. [Dragon] +20% damage.;0
Dragon Blast;SID_リュールエンゲージ技_連携;Use to make two attacks against an adjacent foe with a sword and powerful magic beam. [Backup] Adds 20% of Str to sword attack.;0
Dragon Blast;SID_リュールエンゲージ技_魔法;Use to make two attacks against an adjacent foe with a sword and powerful magic beam. [Mystical] Adds 20% of Mag to beam attack.;0
Dragon Blast;SID_リュールエンゲージ技_気功;Use to make two attacks against an adjacent foe with a sword and powerful magic beam. [Qi Adept] Breaks foe.;0
Bond Blast;SID_リュールエンゲージ技共同;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe.;0
Bond Blast;SID_リュールエンゲージ技共同_汎用;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe.;0
Bond Blast;SID_リュールエンゲージ技共同_竜族;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe. [Dragon] +20% damage.;0
Bond Blast;SID_リュールエンゲージ技共同_連携;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe. [Backup] +20% of Str to sword.;0
Bond Blast;SID_リュールエンゲージ技共同_魔法;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe. [Mystical] +20% of Mag to beam.;0
Bond Blast;SID_リュールエンゲージ技共同_気功;Use to make a sword attack from the unit and engage partner followed by a magic beam attack against an adjacent foe. [Qi Adept] Breaks foe.;0
Divinely Inspiring;SID_神竜の結束;Adjacent allies deal +3 damage and take 1 less damage.;0
Divinely Inspiring;SID_神竜の結束_被ダメ軽減;Adjacent allies deal +3 damage and take 1 less damage.;0
Alabaster Duty;SID_白の忠誠;If unit is adjacent to the Divine Dragon, grants Crit+5 during combat to both of them.;0
Alabaster Duty;SID_白の忠誠_効果;If unit is adjacent to the Divine Dragon, grants Crit+5 during combat to both of them.;0
Verdant Faith;SID_碧の信仰;If unit is adjacent to the Divine Dragon, grants Hit+10 during combat to both of them.;0
Verdant Faith;SID_碧の信仰_効果;If unit is adjacent to the Divine Dragon, grants Hit+10 during combat to both of them.;0
Crimson Cheer;SID_緋い声援;If unit is adjacent to the Divine Dragon, grants Avo+10 during combat to both of them.;0
Crimson Cheer;SID_緋い声援_効果;If unit is adjacent to the Divine Dragon, grants Avo+10 during combat to both of them.;0
Self-Improver;SID_自己研鑽;If unit uses Wait without attacking or using items, grants Str+2 for 1 turn.;0
Energized;SID_筋肉増強剤;When unit recovers HP using an item, grants Str+2 for 1 turn.;0
Moved to Tears;SID_涙腺崩壊;When an ally joins a chain attack in this unit's combat, unit deals +2 damage.;0
Moved to Tears;SID_涙腺崩壊_演出用;When an ally joins a chain attack in this unit's combat, unit deals +2 damage.;0
Gentle Flower;SID_平和の花;Recovery items used by allies within 2 spaces heal +50% HP.;0
Gentle Flower;SID_平和の花効果;Recovery items used by allies within 2 spaces heal +50% HP.;0
Fairy-Tale Folk;SID_絵になる二人;If a male and a female ally are adjacent within 2 spaces, unit deals +2 damage during combat.;0
Admiration;SID_花園の門番;If two female allies are adjacent within 2 spaces, this unit takes 2 less damage during combat.;0
Fair Fight;SID_真っ向勝負;If unit initiates combat, grants Hit+15 to unit and foe if foe is able to counterattack.;0
Aspiring Hero;SID_名乗り上げ;If no other units are within 1 space of unit or foe, grants Hit+20 at a cost of Avo-10 during combat.;0
Meditation;SID_瞑想;If unit uses Wait without attacking or using items, grants Res+2 for 1 turn.;0
Get Behind Me!;SID_僕が守ります！;When an ally within 2 spaces is attacked, grants Str+3 to unit for 1 turn.;0
Share Spoils;SID_戦果委譲;If there is an ally within 1 space, grants Hit/Avo+10 at a cost of Crit-10 to unit.;0
Generosity;SID_大盤振る舞い;When this unit uses a healing item, adjacent allies also recover the same amount of HP.;0
Single-Minded;SID_執着;During combat with a foe who was also unit's most recent opponent, grants Hit+20.;0
Not *Quite*;SID_『次』はない;If foe initiates combat, inflicts Hit-10 on that foe during combat.;0
Blinding Flash;SID_光彩奪目！;If unit initiates combat, inflicts Avo-10 on foe during combat.;0
Big Personality;SID_煌めく理力;When unit uses a healing staff, grants range +1.;0
Stunning Smile;SID_微笑み;If foe is male, inflicts Avo-20 on that foe during combat.;0
Disarming Sigh;SID_溜め息;If foe is male, inflicts Hit-20 on that foe during combat.;0
Racket of Solm;SID_ソルムの騒音;Inflicts Crit-5 on foes within 3 spaces.;0
Racket of Solm;SID_ソルムの騒音_効果;Inflicts Crit-5 on foes within 3 spaces.;0
Knightly Escort;SID_エスコート;When 2 or more female allies are within 2 spaces, grants Hit/Avo+5 to unit and those allies.;0
Knightly Escort;SID_エスコート効果;When 2 or more female allies are within 2 spaces, grants Hit/Avo+5 to unit and those allies.;0
Blood Fury;SID_戦の血;If unit's HP is not at max after combat, grants Crit+10 as long as unit's HP stays below max.;0
Charmer;SID_人たらし;During combat with a foe who was also unit's most recent opponent, inflicts Crit-10 on that foe.;0
Party Animal;SID_大集会;Grants a bonus to Hit and Avo equal to 3× the number of allies and foes within 2 spaces.;0
Seconds?;SID_料理再現;On eating a packed lunch, unit may obtain another of the same item. Trigger %=Lck.;0
Make a Killing;SID_一攫千金;May obtain 500G when unit defeats a foe. Trigger %=Lck.;0
Expertise;SID_努力の才;Grants unit enhanced stat growth when leveling up.;0
Trained to Kill;SID_殺しの技術;While unit occupies terrain that provides an Avo bonus, grants Crit+15.;0
Curious Dance;SID_神秘の踊り;At start of turn, allies within 2 spaces of unit recover 10% of their max HP.;0
Weapon Insight;SID_歴戦の勘;If unit is equipped with a weapon of lower level than foe's, grants Crit+20 during combat.;0
Will to Win;SID_勝利への意思;If unit's HP is 50% or less at start of combat, grants Hit/Avo+20 during combat.;0
Fell Protection;SID_邪竜の救済;Adjacent allies deal +1 damage and take 3 less damage.;0
Fell Protection;SID_邪竜の救済_被ダメ軽減;Adjacent allies deal +1 damage and take 3 less damage.;0
Contemplative;SID_次への備え;If unit uses Wait without attacking or using items, grants Def+2 for 1 turn.;0
Run Through;SID_切り抜け;Use to attack an adjacent foe, then move to the space opposite that foe.;0
Brave Assist;SID_助太刀;If unit's HP is at max while unit makes a chain attack, unit attacks twice.;0
Pincer Attack;SID_挟撃;If unit initiates combat while an ally is on the opposite side of the foe, always follow up (if weapon allows).;0
Reforge;SID_手助け;If unit's HP is 11 or more and an adjacent ally is broken after combat, sacrifices 10 HP and removes the break status from that ally.;0
Smash+;SID_スマッシュ＋;When making a smash attack, push the target 2 spaces instead of 1.;0
Merciless;SID_無慈悲;Unit deals +50% damage against broken foes.;0
No Distractions;SID_集中;Grants Crit+10 during combat with a foe that can't counter.;0
Careful Aim;SID_狙撃;If unit initiates combat without moving first, grants Hit+40 during combat.;0
Swap;SID_入れ替え;Use to switch places with an adjacent ally.;0
Allied Defense;SID_護衛;If unit is between an ally and a foe, reduces damage to unit by 3 during combat with that foe.;0
Pivot;SID_回り込み;Use to move to the opposite side of an adjacent ally.;0
Hobble;SID_足狙い;If unit initiates combat with a knife, inflicts Mov-2 on foe for 1 turn.;0
Clear the Way;SID_移動補助;Unit's space and adjacent spaces have a movement cost of 1 for allies.;0
Air Raid;SID_急襲;If unit initiates combat from a space a foe cannot enter, grants Spd+5 during combat.;0
Pass;SID_すり抜け;Foes do not block this unit's movement.;0
Spell Harmony;SID_魔力増幅;If unit initiates combat with a tome, grants Atk equal to the number of adjacent allies with tomes.;0
Chaos Style;SID_背理の法;If unit initiates combat with a physical attack against a foe armed with magic or vice versa, grants Spd+3 during combat.;0
Diffuse Healer;SID_気の拡散;When unit is healed by a staff, all adjacent allies also recover 50% of the HP that the unit recovered.;0
Diffuse Healer;SID_気の拡散効果;When unit is healed by a staff, all adjacent allies also recover 50% of the HP that the unit recovered.;0
Self-Healing;SID_自己回復;Unit can target itself with healing staves.;0
Divine Spirit;SID_神竜気;Unit's engage meter is shortened one step.;0
Fell Spirit;SID_邪竜気;At the start of each turn, unit's engage meter is filled by 1.;0
Dark Spirit;SID_邪竜気・闇;Inflicts -1 to the engage meters of foes within 2 spaces at the start of the turn.;0
Golden Lotus;SID_金蓮;During combat, may prevent 50% of physical damage taken. Trigger %=Dex.;0
Ignis;SID_華炎;During combat, may add half of Str to magic damage or half of Mag to all other damage. Trigger %=Dex.;0
Sol;SID_太陽;Unit may recover HP=50% damage dealt. Trigger %=Dex.;0
Luna;SID_月光;While making an attack, may ignore half of foe's Def/Res. Trigger %=Dex.;0
Grasping Void;SID_虚空;When attacking with a tome, unit may deal extra damage = half of foe's Mag. Trigger %=Dex.;0
World Tree;SID_大樹;When unit uses a staff, may not consume a use. Trigger %=Dex.;0
Sandstorm;SID_砂陣;While making a physical attack, may calculate damage with 150% of Def instead of Str. Trigger %=Dex.;0
Back at You;SID_水鏡;When countering, unit may deal extra damage = half of damage taken. Trigger %=Dex.;0
Back at You;SID_水鏡効果;When countering, unit may deal extra damage = half of damage taken. Trigger %=Dex.;0
Soulblade;SID_魔法剣;When attacking with a sword, damage is calculated using average of foe's Def and Res.;0
Special Dance;SID_特別な踊り;If unit uses Dance, grants Dex/Spd/Lck+3 to target for 1 turn.;0
Sympathetic;SID_伝道師;If foe initiates combat and if unit's HP is 50% or less, unit takes 5 less damage.;0
Deadly Blade;SID_必殺剣;If unit initiates combat with a sword, grants Crit+10 during combat.;0
Battlewise;SID_百戦練磨;Grants a stacking Crit+1 each time unit initiates combat and defeats a foe. Bonus lasts for the rest of the battle. (Max +10);0
Renewal;SID_回復;Unit recovers 5 HP each turn.;0
Windsweep;SID_風薙ぎ;If unit initiates combat with a sword, foe may not counterattack. Trigger %=Lck.;0
Great Thunder;SID_轟雷;If unit uses Thunder, Elthunder, or Thoron, deals +20% damage.;0
Bane;SID_瞬殺;May reduce foe's HP to 1. Trigger %=half of Dex. (Certain foes are immune to this effect.);0
Mercy;SID_慈悲;If dealing enough damage to defeat foe, instead leaves foe with 1 HP.;0
Raging Fire;SID_業火;If unit uses Fire, Elfire, or Bolganone, deals +20% damage.;0
Strong Arm;SID_剛腕;Grants Hit+20 while unit is equipped with a smash weapon.;0
Miracle;SID_祈り;Avoids foe's attack when unit would be defeated. Trigger %=Lck. (Max 50%);0
Dire Thunder;SID_ダイムサンダ;When unit initiates combat with Thunder equipped, unit attacks twice. (Excludes Elthunder and Thoron.);0
Rightful Ruler;SID_王の器;Adds +5% to trigger rate for all skills with trigger rates.;0
Healtouch;SID_いやしの心;When unit heals an ally with a staff, restores +5 HP to target.;0
Draw Back;SID_引き寄せ;Use to move 1 space away from adjacent ally and pull the ally along.;0
Giga Excalibur;SID_ギガスカリバー;If unit initiates combat with Excalibur, deals +20% damage.;0
Wind Adept;SID_旋風;If unit initiates combat with Wind equipped, unit may attack twice. Trigger %=Dex. (Excludes Elwind and Excalibur.);0
Shove;SID_体当たり;Use to push an adjacent ally with less Bld 1 space away.;0
Flickering Flower;SID_閃花;If unit initiates combat, freezes foe. Trigger % = total damage dealt.;0
Paraselene;SID_幻月;Use to make an attack against an adjacent foe, then move 1 space away from that foe after combat.;0
Wind God;SID_風神;If unit's HP=100%, grants range +1 with bows.;0
Chivalry;SID_騎士道;If unit initiates combat while foe's HP=100%, unit deals +2 damage and takes 2 less damage.;0
Bushido;SID_武士道;If unit's level is higher than foe's, grants Crit+10 during combat, and unit deals +2 damage and takes 2 less damage.;0
Lethality;SID_滅殺;When landing a critical hit, instantly kills foe. Trigger %=30. (Excludes certain powerful foes.);0
Sure Strike;SID_必的;If unit initiates combat, attacks are guaranteed to hit. Trigger %=Dex;0
Spur Attack;SID_絆の指輪_アルフォンス;Grants Atk+2 to adjacent allies.;0
Spur Attack;SID_絆の指輪_アルフォンス_効果;Grants Atk+2 to adjacent allies.;0
Fortify Def;SID_絆の指輪_シャロン;Grants Def+2 to adjacent allies for 1 turn at start of player phase.;0
Fortify Def;SID_絆の指輪_シャロン_発動;Grants Def+2 to adjacent allies for 1 turn at start of player phase.;0
Spur Res;SID_絆の指輪_アンナ;Grants Res+2 to adjacent allies.;0
Spur Res;SID_絆の指輪_アンナ_発動;Grants Res+2 to adjacent allies.;0
Atrocity;SID_戦技_無残_効果;---;0
Friendly Rivalry;SID_切磋琢磨;At start of player phase, the Emblem will randomly switch to Edelgard, Dimitri, or Claude.;0
Gambit;SID_計略;Effects change based on synced Emblem.;0
Assembly Gambit;SID_計略_引込の計;Use to attack an adjacent foe, then move 1 space away after combat. Target foe moves to unit's previous space.;1500
Flame Gambit;SID_計略_猛火計;Use when synced with Edelgard to attack a foe, then set the target foe's space and nearby spaces on fire.;0
Shield Gambit;SID_計略_聖盾の備え;Use when synced with Dimitri to negate damage from first attacks of ranged foes targeting unit in next enemy phase.;0
Poison Gambit;SID_計略_毒矢;Use when synced with Claude to attack a foe, then poison target and all foes adjacent to it after combat.;0
Flame Gambit;SID_計略_猛火計_効果;Use when synced with Edelgard to attack a foe, then set the target foe's space and nearby spaces on fire.;0
Shield Gambit;SID_計略_聖盾の備え_効果;Use when synced with Dimitri to negate damage from first attacks of ranged foes targeting unit in next enemy phase.;0
